timestamp,duration,emissions,cpu_energy,ram_energy
2026-05-05T23:29:41,23.990676400004304,1.877243236296928e-05,1.5212266688956318e-05,6.379994500000773e-05
2026-05-05T23:30:43,50.9527309000041,7.851287356402797e-05,0.0001947377487523,0.0001357189372222
2026-05-05T23:31:43,43.06981890000316,5.5340495717627966e-05,0.0001178039364572,0.0001151213913888
2026-05-06T00:03:50,1738.4823809000009,0.001301184674226,0.0008119167576273,0.0046647032636111
2026-05-06T00:16:52,1.5384132000035606,7.767776407610948e-07,4.296372489551482e-07,2.8397802777868087e-06
2026-05-07T18:54:08,35.096966500001145,2.614201848925652e-05,1.6793303231997793e-05,9.323712111111794e-05
2026-05-07T18:55:34,70.50905359999888,0.0001098281498343,0.0002741329816089,0.0001881281072222
2026-05-07T18:56:49,52.82157609999922,6.71521395061205e-05,0.0001426432527331,0.0001399966822222
2026-05-07T20:06:30,3755.7359197999976,0.0029320345191431,0.0022724809983023,0.0100683029569444
2026-05-07T20:20:09,808.9981045999994,0.0006156360404596,0.0004207321609165,0.0021704485774999
2026-05-07T20:20:23,1.6079067000027862,8.13558889726562e-07,4.659193191656845e-07,2.9583086111112304e-06
2026-05-10T10:33:20,30.0322191999876,2.6875432677955743e-05,3.262248953102948e-05,8.04948377777085e-05
2026-05-10T10:34:36,63.25737409997964,9.859301989404146e-05,0.0002467185447014,0.0001682544544443
2026-05-10T10:35:55,57.35325660000672,7.890161340726874e-05,0.0001789934549531,0.0001530994172221
2026-05-10T11:07:43,1712.9815531000204,0.0013230678502623,0.0009320300846107,0.00463669511
2026-05-10T11:18:50,657.4396001999849,0.000502974143147,0.0003531534774459,0.001763839073333
2026-05-10T11:19:02,1.5470762999902945,8.248373764823496e-07,5.95984062193693e-07,2.875714444396888e-06
2026-05-10T12:38:09,22.242838000005577,1.7487797798075992e-05,1.467701634606305e-05,5.892823388890571e-05
2026-05-10T12:39:20,58.392836200015154,9.005111995178362e-05,0.000222599566238,0.000156421011111
2026-05-10T12:40:35,54.1012558999937,7.049703042529836e-05,0.0001528332529705,0.0001438851575
2026-05-10T13:08:27,1456.299328100053,0.0010843449499186,0.0006559272099825,0.0039080254558339
